theta_hash,n,completion_assemblies,valid,lam_settle,beta,gamma,th0,k_i,eta_w,del_w,th_write,rho_b,a_init,b0,th_act,t,determinism,completion,reinforcement,contradiction,forgetting,diff_integrity,all_pass,completion_recall,completion_contamination,failures
f788fc2d31aae15dd39819cb51ce2480191d4402bac81e9258d2b606af2356b5,512,12,true,0.55,1.4,0.6,3,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
5fbe2105eea51f14367ac4291e64faa11f69594b524a9203e55a7fb0483e49ee,512,12,true,0.55,1.4,0.6,3,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
9d303e44ae48b667539a0501bf2b4aae65801724186c2350f2b473cfe2e8ef20,512,12,true,0.55,1.4,0.6,3,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
66da14f8c131d57bc3a61e5875e74234f67ad360ce901e92cad0f7bbbbb51694,512,12,true,0.55,1.4,0.6,3,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
52b663d8668c0ba65a58fa443ce4ff55dd5e8ef64d8186a91fa77acb1a5e19d2,512,12,true,0.55,1.4,0.6,3,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,false,false,true,true,false,1.000000,0.000000,"reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
97e71af5c206e7008cca70586bb8a4f654f92d602f45b1336422f5294374ed44,512,12,true,0.55,1.4,0.6,3,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.500000,0.000000,"completion:recall=0.5000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
38d4f3292594a80c16d0925d394d6de8fb80d571428bcec3abdc9eaf31bcdef3,512,12,true,0.55,1.4,0.6,3,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
6cf5bb0102c14ccaee794b7209bc16a69c3bbea86e93bea47275f79aa56eee7b,512,12,true,0.55,1.4,0.6,3,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
ad22c9c5a2ab143a843e3b4f491b6c7e01826145d892b0141709b19091cf387d,512,12,true,0.55,1.4,0.6,3,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
2c86e1edc8ec647a251e83627188c17bb3db358bfd72f58572b17ed5fa08a91c,512,12,true,0.55,1.4,0.6,3,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.083333,0.000000,"completion:recall=0.0833, contamination=0.0000;contradiction:did not open on fourth alternating write"
1cea77207122b5ef4c1f7dad42dd834fb8ad7459a134f1f676f53f7452ab6105,512,12,true,0.55,1.4,0.6,3,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
3f328cb59a991261a0198962ade3cfb2cc86f3d60276d3cdde4bf806f46f28c3,512,12,true,0.55,1.4,0.6,3,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
0bba931369bae64ffda211439d1b828199bb0b8bb93aad5b830d611200276a1a,512,12,true,0.55,1.4,0.6,3,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
c21275557aa219a6aa8f51d0e0b9192918fbdb31aa97ef3a872128b9fcfb4444,512,12,true,0.55,1.4,0.6,3,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
d6835315c2294e674bdb5cf218cbc71c1f1f581125a4a520ad03b15284c87f4d,512,12,true,0.55,1.4,0.6,3,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,true,true,true,true,1.000000,0.000000,""
5d47e0b0eec765684146276210a89ac1df91f4811117a9c2bfd4419f4af87ec1,512,12,true,0.55,1.4,0.6,3,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.277778,0.000000,"completion:recall=0.2778, contamination=0.0000"
bcd310a7a95e9bd81f2a4aeb40e4654bd57d9129f4c438e6445f9ac23d4a85bf,512,12,true,0.55,1.4,0.6,3,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,true,true,true,true,1.000000,0.000000,""
e15ee2f71ea1183f712b42f534a528e771f532f65d6e327cb733f6938b2e0ced,512,12,true,0.55,1.4,0.6,3,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,true,true,true,true,true,true,1.000000,0.000000,""
69ba9eb8e724bbf5b76ccf3488815f7c9bd7cbd51671e63e6d4f165ee8c73ee8,512,12,true,0.55,1.4,0.6,4,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4e4662d2550bbf4a7ffab213c7e45b658b00f9fe37b6317318f93b211e731f68,512,12,true,0.55,1.4,0.6,4,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f385a8fddcf6eca3da19d5754690f0e7ce1d0035be21508f9bf1e83b50f29b00,512,12,true,0.55,1.4,0.6,4,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a35816c5c2c5b0a4da2c92126c85f853e34f1f7e1f0d8d36acec15bc608c9077,512,12,true,0.55,1.4,0.6,4,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
765f21d97c392d787952af9db7c8a0fd9309dee9bf561b79e64e7c62b21223e2,512,12,true,0.55,1.4,0.6,4,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
799cbe3895fc8d309292adc3423265049d6cbf848b9b4e2868d09c52aa407c13,512,12,true,0.55,1.4,0.6,4,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
c1dbbd29d2c47148e289bd43eef7f4f743bbf70bc0d941e152e204da73c0f087,512,12,true,0.55,1.4,0.6,4,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
5ca83233990f2aa2a282a9f21fcadf7e28d2f46da61188e3717e7a3d8cc40b0a,512,12,true,0.55,1.4,0.6,4,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7c35b828efe118f809a1206cf7bbc21a1385f835318b9d63f4f4c966916677b1,512,12,true,0.55,1.4,0.6,4,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b57465d01e80d202bd877a0bf22310d2d33d99d3b45a5f81579c342a42121fcf,512,12,true,0.55,1.4,0.6,4,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
6f029ac737f2f61130e5b9dc445f9704b057b1f1c51df1aae3e370881d71ff2d,512,12,true,0.55,1.4,0.6,4,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
daf56f8a34b45398d342c2ac8499b4e4d0f7a3584dec31ab9d54d3bd71eddc79,512,12,true,0.55,1.4,0.6,4,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4f7c58692598511837368fa5a3f8ca91709edc083d799e0d12f4c9cad8ff3a1a,512,12,true,0.55,1.4,0.6,4,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
3b80e31f16efed0ef2673f16a22c7b3ddf0f3eda26968831db2f863b8ad5b5f6,512,12,true,0.55,1.4,0.6,4,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
6e3fa364d6cb145301a5af1f88d74c2807a7c7496ad21bd09dcb33f9ef496820,512,12,true,0.55,1.4,0.6,4,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
ce05aa8e855dbf9e8f52da088493d21a73bf1cb03051cbb809a84a2486d0c579,512,12,true,0.55,1.4,0.6,4,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
dd1d9383b1612d929f1e1414cb04cfd2b86033f8eeb364020601bfa16906f588,512,12,true,0.55,1.4,0.6,4,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
081fce24120dc8dc0eaa6a817837b6403a87a1e220af616c6a861c153baf3781,512,12,true,0.55,1.4,0.6,4,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
7015f611d5b042bbe624522585b580981aaba7ded07f9164ec3957f150d6d47a,512,12,false,0.55,1.4,0.9,1,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
7ba30e9fb72564110788aaae5f9e7575a4c68f38bb61b22ac308c15364e2ce1c,512,12,false,0.55,1.4,0.9,1,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
f8e4560929195555337605d98d3d8076b4c2003658eecfd790ea208620fdb562,512,12,false,0.55,1.4,0.9,1,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
28f9fc50bc33e21ad692178bbaf13bc035ff555866f26232652d0af4c1d75176,512,12,false,0.55,1.4,0.9,1,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
f30d9273e20365ec4621231d2b703844cce3a2dfae7eb6b4eea73d41f4eeac32,512,12,false,0.55,1.4,0.9,1,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
29d70c131e45ca8a3795cb03c39852f897ded8d7dd0aafe985427e8e2d476326,512,12,false,0.55,1.4,0.9,1,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
3156b9cf7ac437c4f935db00676a19d80d18dbea381be92bc008841543e205d7,512,12,false,0.55,1.4,0.9,1,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
2ec6e903b4889cb9952aaf336d3c04c2fe88b74e010161834885dbf255977697,512,12,false,0.55,1.4,0.9,1,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
71f7c44bbd77445ca09b920d6ed9886f7c54203f38478b44f540e8beb0e29ef0,512,12,false,0.55,1.4,0.9,1,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
298da435f640e412b72bdd9065481250a55664e4a48197260f7e168e9b7b29b2,512,12,false,0.55,1.4,0.9,1,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
3d258c7f111a9c07421f62b98491854c5e49d0784e732b84a5117645ce892132,512,12,false,0.55,1.4,0.9,1,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
f213e4038c836db5ddc3bae058d4e65b3e56d0c136a2d1139c0df7fcb023ccf3,512,12,false,0.55,1.4,0.9,1,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
03de5968580af94c35086eaeab705853fcd2322833345cec45d44b81018ac63a,512,12,false,0.55,1.4,0.9,1,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
d99dbc588a4568bf2c4b78d0cf4e9303af699fb1cd2b7eb129139f8c56b68cb2,512,12,false,0.55,1.4,0.9,1,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
a798b1d9d8f9bd5f6242bebdb73a45f9550bba02c87e2a1fbe2f854fda1346da,512,12,false,0.55,1.4,0.9,1,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
cae471502cb79f0143786659934c259cf9886c69f3cd6bf9d3ad7e0aee3f031e,512,12,false,0.55,1.4,0.9,1,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
b8d3497854a6dfc73a25c22409f9b94cf91733291a92e8284c981aaf00aae284,512,12,false,0.55,1.4,0.9,1,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
35f5f34df595875f44dc7de22a50c775ff52248d8e3ebb386357333462702721,512,12,false,0.55,1.4,0.9,1,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.8367067 >= th_act 0.25"
e3ea8598873ddd1bf75eff4bd9e30972a2d5f3773ccbb71826f8bd8c7ff2ad84,512,12,false,0.55,1.4,0.9,2,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
9e549e485ec8d3aafb1ed8cd824b0ac36fb8a814d46b27bd983a396bc616b551,512,12,false,0.55,1.4,0.9,2,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
262bfcbf6335742f03fdf508198304f6c1400268a482b2ec55e95a18503b2027,512,12,false,0.55,1.4,0.9,2,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
d9bfb084b25b5f5203ad95d149983ba12e5142490df11f7888227bc96d3525b0,512,12,false,0.55,1.4,0.9,2,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
34008c28998788735b5f1f0ed32aa3922a3ae5ad71cedfad9584f495447dd6dd,512,12,false,0.55,1.4,0.9,2,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
f6911c1d6aadff65315cfbef679c5ecd2943838fd4ca90b4bc8f4353efb4e4cd,512,12,false,0.55,1.4,0.9,2,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
b1a8abf5bdec04f9376065e720e07afb7fe33dc5a278af6bc5e2d6bc93a9e2b0,512,12,false,0.55,1.4,0.9,2,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
399439435530e899a3b7e9d3b2d8d2cf9c8af8c6032227135a211c1f330acf82,512,12,false,0.55,1.4,0.9,2,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
9f29df97ce3c38cf98452b924a604c89a01e8fa30ef2407d30123a271b8faa68,512,12,false,0.55,1.4,0.9,2,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
7272c0522dd7d51e395f8b8c4903e0167abf04039ea903735e35a2dc6838b9d2,512,12,false,0.55,1.4,0.9,2,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
ebb35f995d5a37a185281f1451e703910dd949e0d4ebeac32eae691c5f6b7f06,512,12,false,0.55,1.4,0.9,2,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
4290702bf22cb8f1aa2f29ca63d150925cd15d8726b6e9c0394d30d19e678f9e,512,12,false,0.55,1.4,0.9,2,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
c34f72b32758ca7c546781f34a6869e66d482421e5f5561b70999548be85b738,512,12,false,0.55,1.4,0.9,2,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
3628963237fbb312595d30c66453ed4710757aabbe4c82ac6a5b24a4d44540fd,512,12,false,0.55,1.4,0.9,2,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
48535878442d8cc968869e2d0c315152db145a808bbcf3dca7e6a8e816def20c,512,12,false,0.55,1.4,0.9,2,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
0946983f76446cfec5a800f0ccb54b7e8b7066938706f457a3d5432d35a8d9b7,512,12,false,0.55,1.4,0.9,2,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
b641bcf7b8bbd63a074a1610e379783055db794dc420a2726c2f48eb8d4fc518,512,12,false,0.55,1.4,0.9,2,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
87ad76a5431b0900684466511200edd27a47450b85d984d16492af9523bf3fa6,512,12,false,0.55,1.4,0.9,2,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.3708535 >= th_act 0.25"
c44aa35e7f6662419a15446cb39d596aa88351feab4d20c73e03452355a5693f,512,12,true,0.55,1.4,0.9,3,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
8c39cd8a2708badb45244a9f1a65f2b7efa7627fcd319e4e1d8d050505add709,512,12,true,0.55,1.4,0.9,3,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
1ab8eb0db9d59db0e2a6668b4758ff205192161c1c806258d5be01b741d14290,512,12,true,0.55,1.4,0.9,3,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7d0d5e51416fee0ddb48bd156b92d2ce885962940bf8b07438b62a66104d2eeb,512,12,true,0.55,1.4,0.9,3,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
72b989968789352c471626689faa94546f265aa8a57c0cb555328d2debfc2829,512,12,true,0.55,1.4,0.9,3,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,false,false,true,true,false,1.000000,0.000000,"reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d37a89d72140c41de7b127121768d53eb68cc1581102710104c249951d388186,512,12,true,0.55,1.4,0.9,3,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.361111,0.000000,"completion:recall=0.3611, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
bf964aed375691a7988a24bc8b41d5333468d7d3ede4fa8ff9a330834ef957ed,512,12,true,0.55,1.4,0.9,3,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
2240f3a9f6284adf5359572371f8b7623d0c3ea4ff8d793df0c5376a5e50a5a6,512,12,true,0.55,1.4,0.9,3,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
caf0832100429eb0e338e419548c8ee0751e458f6f360f9747c47b9922f734c8,512,12,true,0.55,1.4,0.9,3,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
c11649e3da5d5e9f0ce23f45f2a02a0bf5d61a0fac63a775993dadc3fd70e14f,512,12,true,0.55,1.4,0.9,3,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
4208ba0235414fbaff3469b9250e76e88fbddbdb024e816cb647571a3e8e15a9,512,12,true,0.55,1.4,0.9,3,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
